Trade #,Type,Signal,Date/Time,Price,Contracts,Profit $,Profit %,Cum. Profit $,Cum. Profit %,Run-up $,Run-up %,Drawdown $,Drawdown %
1,Entry Long,ParLE,2018-01-05 04:30,989.48,60.6385,-2305.28,-3.84,-2305.28,-2.31,1805.69,3.01,2261.94,3.77
1,Exit Long,ParSE,2018-01-05 16:30,952.92,60.6385,-2305.28,-3.84,-2305.28,-2.31,1805.69,3.01,2261.94,3.77
2,Entry Short,ParSE,2018-01-05 16:30,952.92,61.8273,-2755.75,-4.68,-5061.03,-2.82,1286.34,2.18,2893.19,4.91
2,Exit Short,Close entry(s) order ParSE,2018-01-06 12:00,996.03,61.8273,-2755.75,-4.68,-5061.03,-2.82,1286.34,2.18,2893.19,4.91
3,Entry Long,ParLE,2018-01-06 12:00,996.03,119.0464,8977.08,7.57,3916.05,9.46,10800.24,9.11,1165.11,0.98
3,Exit Long,Close entry(s) order ParLE,2018-01-07 15:00,1072.99,119.0464,8977.08,7.57,3916.05,9.46,10800.24,9.11,1165.11,0.98
4,Entry Short,ParSE,2018-01-07 15:00,1072.99,57.3865,-926.24,-1.5,2893.38,-0.89,339.46,0.55,879.43,1.43
4,Exit Short,ParLE,2018-01-07 15:00,1087.51,57.3865,-926.24,-1.5,2893.38,-0.89,339.46,0.55,879.43,1.43
5,Entry Short,ParSE,2018-01-07 15:00,1072.99,119.8218,-2617.47,-2.04,372.34,-2.54,708.78,0.55,3125.52,2.43
5,Exit Short,Close entry(s) order ParSE,2018-01-07 16:30,1093.21,119.8218,-2617.47,-2.04,372.34,-2.54,708.78,0.55,3125.52,2.43
6,Entry Long,ParLE,2018-01-12 12:00,1227.26,49.0718,5927.24,9.84,6299.58,5.91,5976.92,9.92,1137.51,1.89
6,Exit Long,tpL,2018-01-13 12:00,1349.98,49.0718,5927.24,9.84,6299.58,5.91,5976.92,9.92,1137.51,1.89
7,Entry Short,ParSE,2018-01-15 12:00,1297.63,49.1505,6286.88,9.86,12586.47,5.91,6329.93,9.92,1456.98,2.28
7,Exit Short,tpS,2018-01-16 07:30,1167.87,49.1505,6286.88,9.86,12586.47,5.91,6329.93,9.92,1456.98,2.28
8,Entry Short,ParSE,2018-01-21 16:30,1029.33,65.7119,-3238.27,-4.79,9348.20,-2.88,1219.48,1.8,3185.19,4.71
8,Exit Short,ParLE,2018-01-22 07:30,1077.03,65.7119,-3238.27,-4.79,9348.20,-2.88,1219.48,1.8,3185.19,4.71
9,Entry Long,ParLE,2018-01-22 07:30,1077.03,61.7792,-4042.07,-6.07,5306.13,-3.7,133.58,0.2,3995.12,6
9,Exit Long,ParSE,2018-01-22 12:00,1013.17,61.7792,-4042.07,-6.07,5306.13,-3.7,133.58,0.2,3995.12,6
10,Entry Short,ParSE,2018-01-22 12:00,1013.17,63.3709,6086.35,9.48,11392.49,5.78,6129.88,9.55,0,0
10,Exit Short,tpS,2018-01-22 21:00,915.68,63.3709,6086.35,9.48,11392.49,5.78,6129.88,9.55,0,0
11,Entry Long,ParLE,2018-01-25 21:00,1060.90,62.8791,-2656.69,-3.98,8735.79,-2.38,877.44,1.32,2608.58,3.91
11,Exit Long,ParSE,2018-01-26 07:30,1020.21,62.8791,-2656.69,-3.98,8735.79,-2.38,877.44,1.32,2608.58,3.91
12,Entry Short,ParSE,2018-01-26 07:30,1020.21,65.0778,-2418.10,-3.64,6317.69,-2.22,2241.59,3.38,2767.44,4.17
12,Exit Short,Close entry(s) order ParSE,2018-01-26 16:30,1055.81,65.0778,-2418.10,-3.64,6317.69,-2.22,2241.59,3.38,2767.44,4.17
13,Entry Long,ParLE,2018-01-26 16:30,1055.81,125.3554,5911.72,4.47,12229.42,5.56,8234.36,6.22,3961.46,2.99
13,Exit Long,Close entry(s) order ParLE,2018-01-28 03:00,1104.59,125.3554,5911.72,4.47,12229.42,5.56,8234.36,6.22,3961.46,2.99
14,Entry Short,ParSE,2018-01-28 03:00,1104.59,60.0564,-1163.90,-1.75,10960.87,-1.04,759.81,1.15,1113.35,1.68
14,Exit Short,ParLE,2018-01-28 03:00,1122.30,60.0564,-1163.90,-1.75,10960.87,-1.04,759.81,1.15,1113.35,1.68
15,Entry Short,ParSE,2018-01-28 03:00,1104.59,126.3172,-2925.89,-2.1,8139.63,-2.63,1598.11,1.15,2822.99,2.02
15,Exit Short,Close entry(s) order ParSE,2018-01-28 04:30,1126.08,126.3172,-2925.89,-2.1,8139.63,-2.63,1598.11,1.15,2822.99,2.02
16,Entry Short,ParSE,2018-01-28 19:30,1193.99,54.3415,-1397.60,-2.15,6742.02,-1.29,711.58,1.1,1347.97,2.08
16,Exit Short,ParLE,2018-01-28 21:00,1217.90,54.3415,-1397.60,-2.15,6742.02,-1.29,711.58,1.1,1347.97,2.08
17,Entry Long,ParLE,2018-01-28 21:00,1217.90,52.9965,-2425.85,-3.76,4316.17,-2.27,533.49,0.83,2379.19,3.69
17,Exit Long,ParSE,2018-01-29 01:30,1173.92,52.9965,-2425.85,-3.76,4316.17,-2.27,533.49,0.83,2379.19,3.69
18,Entry Short,ParSE,2018-01-29 01:30,1173.92,53.5049,328.79,0.52,4644.96,0.32,3323.70,5.29,1185.69,1.89
18,Exit Short,Close entry(s) order ParSE,2018-01-30 09:00,1166.02,53.5049,328.79,0.52,4644.96,0.32,3323.70,5.29,1185.69,1.89
19,Entry Long,ParLE,2018-01-30 09:00,1166.02,107.3769,-5685.67,-4.54,-1040.71,-5.43,3.81,0,5595.90,4.47
19,Exit Long,ParSE,2018-01-30 13:30,1114.78,107.3769,-5685.67,-4.54,-1040.71,-5.43,3.81,0,5595.90,4.47
20,Entry Short,ParSE,2018-01-30 13:30,1114.78,54.7659,1299.97,2.13,259.26,1.31,5528.28,9.06,852.49,1.4
20,Exit Short,ParLE,2018-01-31 07:30,1089.39,54.7659,1299.97,2.13,259.26,1.31,5528.28,9.06,852.49,1.4
21,Entry Long,ParLE,2018-01-31 07:30,1089.39,55.3016,267.17,0.44,526.42,0.27,3232.54,5.37,1406.16,2.33
21,Exit Long,ParSE,2018-02-01 07:30,1095.86,55.3016,267.17,0.44,526.42,0.27,3232.54,5.37,1406.16,2.33
22,Entry Short,ParSE,2018-02-01 07:30,1095.86,56.2126,6096.75,9.9,6623.17,6.06,6138.31,9.96,2160.36,3.51
22,Exit Short,tpS,2018-02-01 19:30,985.84,56.2126,6096.75,9.9,6623.17,6.06,6138.31,9.96,2160.36,3.51
23,Entry Long,ParLE,2018-02-09 10:30,822.02,77.8261,6296.55,9.84,12919.72,5.91,6349.32,9.92,199.74,0.31
23,Exit Long,tpL,2018-02-10 03:00,904.22,77.8261,6296.55,9.84,12919.72,5.91,6349.32,9.92,199.74,0.31
24,Entry Long,ParLE,2018-02-15 00:00,920.81,73.5785,-885.39,-1.31,12034.33,-0.78,2072.66,3.06,1178.04,1.74
24,Exit Long,ParSE,2018-02-15 09:00,910.15,73.5785,-885.39,-1.31,12034.33,-0.78,2072.66,3.06,1178.04,1.74
25,Entry Short,ParSE,2018-02-15 09:00,910.15,75.7165,-2562.97,-3.72,9471.36,-2.29,111.11,0.16,2538.97,3.68
25,Exit Short,ParLE,2018-02-16 01:30,942.61,75.7165,-2562.97,-3.72,9471.36,-2.29,111.11,0.16,2538.97,3.68
26,Entry Long,ParLE,2018-02-16 01:30,942.61,69.9876,-2220.79,-3.37,7250.57,-2.03,237.47,0.36,2172.90,3.29
26,Exit Long,ParSE,2018-02-16 07:30,912.27,69.9876,-2220.79,-3.37,7250.57,-2.03,237.47,0.36,2172.90,3.29
27,Entry Short,ParSE,2018-02-16 07:30,912.27,70.8861,-2064.86,-3.19,5185.72,-1.93,112.41,0.17,2014.88,3.12
27,Exit Short,Close entry(s) order ParSE,2018-02-16 22:30,940.01,70.8861,-2064.86,-3.19,5185.72,-1.93,112.41,0.17,2014.88,3.12
28,Entry Long,ParLE,2018-02-16 22:30,940.01,138.0582,3561.84,2.74,8747.56,3.39,4595.27,3.54,957.43,0.74
28,Exit Long,Close entry(s) order ParLE,2018-02-17 18:00,967.24,138.0582,3561.84,2.74,8747.56,3.39,4595.27,3.54,957.43,0.74
29,Entry Short,ParSE,2018-02-17 18:00,967.24,205.5799,-1405.12,-0.71,7342.44,-1.29,1750.42,0.88,1255.15,0.63
29,Exit Short,ParLE,2018-02-17 22:30,972.62,205.5799,-1405.12,-0.71,7342.44,-1.29,1750.42,0.88,1255.15,0.63
30,Entry Long,ParLE,2018-02-17 22:30,972.62,67.2781,-983.54,-1.5,6358.90,-0.92,649.27,0.99,935.13,1.43
30,Exit Long,ParSE,2018-02-18 03:00,959.45,67.2781,-983.54,-1.5,6358.90,-0.92,649.27,0.99,935.13,1.43
31,Entry Short,ParSE,2018-02-18 03:00,959.45,67.0239,1685.03,2.62,8043.93,1.58,3333.13,5.18,0,0
31,Exit Short,ParLE,2018-02-19 06:00,932.89,67.0239,1685.03,2.62,8043.93,1.58,3333.13,5.18,0,0
32,Entry Long,ParLE,2018-02-19 06:00,932.89,69.8177,408.80,0.63,8452.73,0.38,726.83,1.12,0,0
32,Exit Long,Close position order,2018-02-19 09:00,940.15,69.8177,408.80,0.63,8452.73,0.38,726.83,1.12,0,0
33,Entry Short,ParSE,2018-02-21 15:00,862.18,75.4725,-63.62,-0.1,8389.11,-0.06,3444.82,5.29,77.48,0.12
33,Exit Short,ParLE,2018-02-22 04:30,861.73,75.4725,-63.62,-0.1,8389.11,-0.06,3444.82,5.29,77.48,0.12
34,Entry Long,ParLE,2018-02-22 04:30,861.73,75.9397,-3300.41,-5.04,5088.70,-3.04,578.94,0.88,3253.73,4.97
34,Exit Long,ParSE,2018-02-22 09:00,819.53,75.9397,-3300.41,-5.04,5088.70,-3.04,578.94,0.88,3253.73,4.97
35,Entry Short,ParSE,2018-02-22 09:00,819.53,78.0598,-460.77,-0.72,4627.93,-0.44,2435.88,3.81,1404.66,2.2
35,Exit Short,ParLE,2018-02-23 03:00,824.20,78.0598,-460.77,-0.72,4627.93,-0.44,2435.88,3.81,1404.66,2.2
36,Entry Long,ParLE,2018-02-23 03:00,824.20,76.7642,1061.83,1.68,5689.76,1.01,4354.98,6.88,486.54,0.77
36,Exit Long,ParSE,2018-02-23 19:30,839.28,76.7642,1061.83,1.68,5689.76,1.01,4354.98,6.88,486.54,0.77
37,Entry Short,ParSE,2018-02-23 19:30,839.28,76.19,-148.53,-0.23,5541.23,-0.14,2169.17,3.39,2878.42,4.5
37,Exit Short,Close entry(s) order ParSE,2018-02-25 01:30,839.97,76.19,-148.53,-0.23,5541.23,-0.14,2169.17,3.39,2878.42,4.5
38,Entry Long,ParLE,2018-02-25 01:30,839.97,151.6164,-2460.54,-1.93,3080.69,-2.33,1416.10,1.11,2765.48,2.17
38,Exit Long,Close entry(s) order ParLE,2018-02-25 13:30,824.99,151.6164,-2460.54,-1.93,3080.69,-2.33,1416.10,1.11,2765.48,2.17
39,Entry Short,ParSE,2018-02-25 13:30,824.99,226.6535,-4211.33,-2.25,-1130.64,-4.09,1444.07,0.77,4068.15,2.18
39,Exit Short,ParLE,2018-02-25 21:00,842.32,226.6535,-4211.33,-2.25,-1130.64,-4.09,1444.07,0.77,4068.15,2.18
40,Entry Long,ParLE,2018-02-25 21:00,842.32,71.0467,1435.88,2.4,305.24,1.45,2507.82,4.19,537.24,0.9
40,Exit Long,Close entry(s) order ParLE,2018-02-26 19:30,863.81,71.0467,1435.88,2.4,305.24,1.45,2507.82,4.19,537.24,0.9
41,Entry Short,ParSE,2018-02-26 19:30,863.81,140.7494,-1458.52,-1.2,-1153.28,-1.45,863.10,0.71,1487.42,1.22
41,Exit Short,Close entry(s) order ParSE,2018-02-27 04:30,872.87,140.7494,-1458.52,-1.2,-1153.28,-1.45,863.10,0.71,1487.42,1.22
42,Entry Long,ParLE,2018-02-27 04:30,872.87,208.7604,-663.42,-0.36,-1816.70,-0.67,4462.33,2.45,675.27,0.37
42,Exit Long,ParSE,2018-02-27 15:00,871.00,208.7604,-663.42,-0.36,-1816.70,-0.67,4462.33,2.45,675.27,0.37
43,Entry Short,ParSE,2018-02-27 15:00,871.00,69.0219,-218.65,-0.36,-2035.35,-0.22,714.15,1.19,1218.46,2.03
43,Exit Short,Close entry(s) order ParSE,2018-02-28 07:30,872.86,69.0219,-218.65,-0.36,-2035.35,-0.22,714.15,1.19,1218.46,2.03
44,Entry Long,ParLE,2018-02-28 07:30,872.86,136.3286,-1844.54,-1.55,-3879.89,-1.88,416.53,0.35,1756.55,1.48
44,Exit Long,ParSE,2018-02-28 09:00,860.63,136.3286,-1844.54,-1.55,-3879.89,-1.88,416.53,0.35,1756.55,1.48
45,Entry Short,ParSE,2018-02-28 09:00,860.63,67.298,-245.82,-0.42,-4125.71,-0.26,1076.40,1.86,842.94,1.46
45,Exit Short,Close entry(s) order ParSE,2018-03-01 07:30,862.99,67.298,-245.82,-0.42,-4125.71,-0.26,1076.40,1.86,842.94,1.46
46,Entry Long,ParLE,2018-03-01 07:30,862.99,133.8616,963.69,0.83,-3162.02,1.01,2056.48,1.78,485.55,0.42
46,Exit Long,Close entry(s) order ParLE,2018-03-02 01:30,871.49,133.8616,963.69,0.83,-3162.02,1.01,2056.48,1.78,485.55,0.42
47,Entry Short,ParSE,2018-03-02 01:30,871.49,200.5926,2048.33,1.17,-1113.69,2.12,4681.11,2.68,1035.78,0.59
47,Exit Short,ParLE,2018-03-03 00:00,859.98,200.5926,2048.33,1.17,-1113.69,2.12,4681.11,2.68,1035.78,0.59
48,Entry Long,ParLE,2018-03-03 00:00,859.98,69.7386,-421.67,-0.7,-1535.36,-0.43,380.43,0.63,376.94,0.63
48,Exit Long,ParSE,2018-03-03 19:30,855.22,69.7386,-421.67,-0.7,-1535.36,-0.43,380.43,0.63,376.94,0.63
49,Entry Short,ParSE,2018-03-03 19:30,855.22,69.3243,155.97,0.26,-1379.39,0.16,1335.09,2.25,158.16,0.27
49,Exit Short,ParLE,2018-03-04 12:00,851.69,69.3243,155.97,0.26,-1379.39,0.16,1335.09,2.25,158.16,0.27
50,Entry Long,ParLE,2018-03-04 12:00,851.69,69.7849,420.59,0.71,-958.80,0.43,1243.65,2.09,162.51,0.27
50,Exit Long,ParSE,2018-03-05 07:30,859.00,69.7849,420.59,0.71,-958.80,0.43,1243.65,2.09,162.51,0.27
51,Entry Short,ParSE,2018-03-05 07:30,859.00,69.5083,3101.18,5.19,2142.37,3.13,3917.19,6.56,531.34,0.89
51,Exit Short,Close entry(s) order ParSE,2018-03-07 00:00,813.13,69.5083,3101.18,5.19,2142.37,3.13,3917.19,6.56,531.34,0.89
52,Entry Long,ParLE,2018-03-07 00:00,813.13,144.9107,-1397.43,-1.19,744.95,-1.37,1627.37,1.38,1309.97,1.11
52,Exit Long,ParSE,2018-03-07 04:30,804.70,144.9107,-1397.43,-1.19,744.95,-1.37,1627.37,1.38,1309.97,1.11
53,Entry Short,ParSE,2018-03-07 04:30,804.70,75.8544,5969.20,9.78,6714.14,5.93,6010.44,9.85,0,0
53,Exit Short,tpS,2018-03-07 16:30,724.86,75.8544,5969.20,9.78,6714.14,5.93,6010.44,9.85,0,0
54,Entry Short,ParSE,2018-03-08 18:00,707.00,90.5636,1738.34,2.71,8452.48,1.63,6019.74,9.4,772.53,1.21
54,Exit Short,Close entry(s) order ParSE,2018-03-09 13:30,686.76,90.5636,1738.34,2.71,8452.48,1.63,6019.74,9.4,772.53,1.21
55,Entry Long,ParLE,2018-03-09 13:30,686.76,185.3579,6784.40,5.33,15236.88,6.26,11532.03,9.06,1552.39,1.22
55,Exit Long,ParSE,2018-03-10 16:30,724.42,185.3579,6784.40,5.33,15236.88,6.26,11532.03,9.06,1552.39,1.22
56,Entry Short,ParSE,2018-03-10 16:30,724.42,97.1373,1541.19,2.19,16778.07,1.34,2027.90,2.88,0,0
56,Exit Short,Close position order,2018-03-10 19:30,707.48,97.1373,1541.19,2.19,16778.07,1.34,2027.90,2.88,0,0
57,Entry Short,ParSE,2018-03-13 19:30,685.04,102.2993,6919.92,9.87,23697.99,5.93,6967.22,9.94,2079.11,2.97
57,Exit Short,tpS,2018-03-14 18:00,616.42,102.2993,6919.92,9.87,23697.99,5.93,6967.22,9.94,2079.11,2.97
58,Entry Short,ParSE,2018-03-17 01:30,594.06,124.9327,7315.24,9.86,31013.24,5.91,7365.34,9.92,2089.57,2.82
58,Exit Short,tpS,2018-03-18 00:00,534.66,124.9327,7315.24,9.86,31013.24,5.91,7365.34,9.92,2089.57,2.82
59,Entry Short,ParSE,2018-03-26 01:30,519.56,151.2825,7742.58,9.85,38755.81,5.91,7795.64,9.92,682.23,0.87
59,Exit Short,tpS,2018-03-26 16:30,467.64,151.2825,7742.58,9.85,38755.81,5.91,7795.64,9.92,682.23,0.87
60,Entry Short,ParSE,2018-03-30 16:30,383.59,217.1849,-4326.30,-5.19,34429.52,-3.12,3243.07,3.89,4260.67,5.11
60,Exit Short,ParLE,2018-03-31 00:00,402.92,217.1849,-4326.30,-5.19,34429.52,-3.12,3243.07,3.89,4260.67,5.11
61,Entry Long,ParLE,2018-03-31 00:00,402.92,203.2346,-2139.44,-2.61,32290.08,-1.59,3411.86,4.17,2845.73,3.48
61,Exit Long,Close entry(s) order ParLE,2018-03-31 21:00,392.99,203.2346,-2139.44,-2.61,32290.08,-1.59,3411.86,4.17,2845.73,3.48
62,Entry Short,ParSE,2018-03-31 21:00,392.99,405.0852,3600.24,2.26,35890.32,2.72,13698.06,8.6,2861.82,1.8
62,Exit Short,Close entry(s) order ParSE,2018-04-01 19:30,383.52,405.0852,3600.24,2.26,35890.32,2.72,13698.06,8.6,2861.82,1.8
63,Entry Long,ParLE,2018-04-01 19:30,383.52,617.6124,-4089.05,-1.73,31801.27,-3.01,6103.47,2.58,5365.59,2.27
63,Exit Long,ParSE,2018-04-02 19:30,377.47,617.6124,-4089.05,-1.73,31801.27,-3.01,6103.47,2.58,5365.59,2.27
64,Entry Short,ParSE,2018-04-02 19:30,377.47,216.4589,-3241.91,-3.97,28559.36,-2.46,906.29,1.11,3178.29,3.89
64,Exit Short,ParLE,2018-04-03 03:00,391.87,216.4589,-3241.91,-3.97,28559.36,-2.46,906.29,1.11,3178.29,3.89
65,Entry Long,ParLE,2018-04-03 03:00,391.87,197.7023,3145.41,4.06,31704.77,2.45,5244.27,6.77,0,0
65,Exit Long,ParSE,2018-04-04 01:30,408.38,197.7023,3145.41,4.06,31704.77,2.45,5244.27,6.77,0,0
66,Entry Short,ParSE,2018-04-04 01:30,408.38,194.1476,1408.22,1.78,33112.98,1.07,1761.64,2.22,0,0
66,Exit Short,Close position order,2018-04-04 04:30,400.52,194.1476,1408.22,1.78,33112.98,1.07,1761.64,2.22,0,0
67,Entry Short,ParSE,2018-04-06 07:30,367.19,217.5048,-1843.73,-2.31,31269.26,-1.39,653.52,0.82,1782.54,2.23
67,Exit Short,ParLE,2018-04-07 03:00,375.11,217.5048,-1843.73,-2.31,31269.26,-1.39,653.52,0.82,1782.54,2.23
68,Entry Long,ParLE,2018-04-07 03:00,375.11,211.7823,3029.79,3.81,34299.05,2.31,4152.77,5.23,0,0
68,Exit Long,Close entry(s) order ParLE,2018-04-08 07:30,389.99,211.7823,3029.79,3.81,34299.05,2.31,4152.77,5.23,0,0
69,Entry Short,ParSE,2018-04-08 07:30,389.99,418.5029,-2175.56,-1.33,32123.49,-1.62,137.06,0.08,2051.71,1.26
69,Exit Short,ParLE,2018-04-08 10:30,394.60,418.5029,-2175.56,-1.33,32123.49,-1.62,137.06,0.08,2051.71,1.26
70,Entry Long,ParLE,2018-04-08 10:30,394.60,201.799,1556.25,1.95,33679.73,1.18,7207.06,9.05,295.83,0.37
70,Exit Long,ParSE,2018-04-09 10:30,402.91,201.799,1556.25,1.95,33679.73,1.18,7207.06,9.05,295.83,0.37
71,Entry Short,ParSE,2018-04-09 10:30,402.91,199.8533,571.23,0.71,34250.96,0.43,2919.42,3.63,0,0
71,Exit Short,Close entry(s) order ParSE,2018-04-10 15:00,399.45,199.8533,571.23,0.71,34250.96,0.43,2919.42,3.63,0,0
72,Entry Long,ParLE,2018-04-10 15:00,399.45,401.605,5602.35,3.49,39853.31,4.17,8092.51,5.04,124.33,0.08
72,Exit Long,ParSE,2018-04-11 10:30,414.01,401.605,5602.35,3.49,39853.31,4.17,8092.51,5.04,124.33,0.08
73,Entry Short,ParSE,2018-04-11 10:30,414.01,204.0984,-1331.83,-1.58,38521.48,-0.95,667.30,0.79,1267.55,1.5
73,Exit Short,ParLE,2018-04-11 12:00,419.91,204.0984,-1331.83,-1.58,38521.48,-0.95,667.30,0.79,1267.55,1.5
74,Entry Long,ParLE,2018-04-11 12:00,419.91,199.2837,-0.07,0,38521.41,0,110.62,0.13,0,0
74,Exit Long,Close position order,2018-04-11 13:30,420.54,199.2837,-0.07,0,38521.41,0,110.62,0.13,0,0
75,Entry Long,ParLE,2018-04-17 07:30,514.30,161.5724,-1157.93,-1.39,37363.48,-0.84,1005.67,1.21,1096.39,1.32
75,Exit Long,ParSE,2018-04-17 18:00,507.90,161.5724,-1157.93,-1.39,37363.48,-0.84,1005.67,1.21,1096.39,1.32
76,Entry Short,ParSE,2018-04-17 18:00,507.90,163.7722,-1058.97,-1.27,36304.51,-0.77,1277.27,1.54,995.89,1.2
76,Exit Short,ParLE,2018-04-18 06:00,513.60,163.7722,-1058.97,-1.27,36304.51,-0.77,1277.27,1.54,995.89,1.2
77,Entry Long,ParLE,2018-04-18 06:00,513.60,160.3125,8111.98,9.85,44416.49,5.95,8179.91,9.93,997.98,1.21
77,Exit Long,tpL,2018-04-19 22:30,565.01,160.3125,8111.98,9.85,44416.49,5.95,8179.91,9.93,997.98,1.21
78,Entry Long,ParLE,2018-04-23 07:30,639.91,135.3925,8539.49,9.86,52955.98,5.91,8610.97,9.94,1406.72,1.62
78,Exit Long,tpL,2018-04-24 12:00,703.99,135.3925,8539.49,9.86,52955.98,5.91,8610.97,9.94,1406.72,1.62
79,Entry Long,ParLE,2018-04-28 07:30,672.29,136.5109,1420.12,1.55,54376.10,0.93,3577.38,3.9,1391.62,1.52
79,Exit Long,ParSE,2018-04-29 07:30,683.71,136.5109,1420.12,1.55,54376.10,0.93,3577.38,3.9,1391.62,1.52
80,Entry Short,ParSE,2018-04-29 07:30,683.71,136.6469,-285.09,-0.31,54091.00,-0.18,2349.95,2.52,302.37,0.32
80,Exit Short,ParLE,2018-04-29 22:30,684.77,136.6469,-285.09,-0.31,54091.00,-0.18,2349.95,2.52,302.37,0.32
81,Entry Long,ParLE,2018-04-29 22:30,684.77,135.0973,-1037.84,-1.12,53053.16,-0.67,1153.25,1.25,1749.99,1.89
81,Exit Long,Close entry(s) order ParLE,2018-04-30 07:30,678.11,135.0973,-1037.84,-1.12,53053.16,-0.67,1153.25,1.25,1749.99,1.89
82,Entry Short,ParSE,2018-04-30 07:30,678.11,270.6392,4120.48,2.25,57173.65,2.69,13359.14,7.28,3623.48,1.97
82,Exit Short,Close entry(s) order ParSE,2018-05-01 07:30,661.88,270.6392,4120.48,2.25,57173.65,2.69,13359.14,7.28,3623.48,1.97
83,Entry Long,ParLE,2018-05-01 07:30,661.88,413.2448,3578.67,1.31,60752.32,2.28,9349.08,3.42,8387.39,3.07
83,Exit Long,ParSE,2018-05-02 12:00,671.54,413.2448,3578.67,1.31,60752.32,2.28,9349.08,3.42,8387.39,3.07
84,Entry Short,ParSE,2018-05-02 12:00,671.54,146.934,-1755.20,-1.78,58997.12,-1.09,983.92,1,1679.99,1.7
84,Exit Short,ParLE,2018-05-02 21:00,682.47,146.934,-1755.20,-1.78,58997.12,-1.09,983.92,1,1679.99,1.7
85,Entry Long,ParLE,2018-05-02 21:00,682.47,140.4324,9436.37,9.85,68433.49,5.93,9515.44,9.93,28.35,0.03
85,Exit Long,tpL,2018-05-03 13:30,750.74,140.4324,9436.37,9.85,68433.49,5.93,9515.44,9.93,28.35,0.03
86,Entry Long,ParLE,2018-05-05 03:00,799.31,126.4927,-389.29,-0.39,68044.20,-0.23,3047.27,3.01,313.64,0.31
86,Exit Long,ParSE,2018-05-05 19:30,797.43,126.4927,-389.29,-0.39,68044.20,-0.23,3047.27,3.01,313.64,0.31
87,Entry Short,ParSE,2018-05-05 19:30,797.43,127.4041,-3285.06,-3.23,64759.14,-1.95,503.49,0.5,3206.52,3.16
87,Exit Short,ParLE,2018-05-06 00:00,822.00,127.4041,-3285.06,-3.23,64759.14,-1.95,503.49,0.5,3206.52,3.16
88,Entry Long,ParLE,2018-05-06 00:00,822.00,120.9586,-3155.13,-3.17,61604.02,-1.91,1255.97,1.26,3082.81,3.1
88,Exit Long,ParSE,2018-05-06 06:00,797.13,120.9586,-3155.13,-3.17,61604.02,-1.91,1255.97,1.26,3082.81,3.1
89,Entry Short,ParSE,2018-05-06 06:00,797.13,121.924,1344.02,1.38,62948.04,0.83,5773.36,5.94,342.34,0.35
89,Exit Short,Close entry(s) order ParSE,2018-05-07 00:00,784.92,121.924,1344.02,1.38,62948.04,0.83,5773.36,5.94,342.34,0.35
90,Entry Long,ParLE,2018-05-07 00:00,784.92,246.3264,-8877.90,-4.59,54070.14,-5.45,1293.54,0.67,8739.34,4.52
90,Exit Long,ParSE,2018-05-07 01:30,750.03,246.3264,-8877.90,-4.59,54070.14,-5.45,1293.54,0.67,8739.34,4.52
91,Entry Short,ParSE,2018-05-07 01:30,750.03,124.6026,1887.37,2.02,55957.51,1.23,7170.57,7.67,1453.18,1.55
91,Exit Short,Close entry(s) order ParSE,2018-05-07 18:00,733.77,124.6026,1887.37,2.02,55957.51,1.23,7170.57,7.67,1453.18,1.55
92,Entry Long,ParLE,2018-05-07 18:00,733.77,252.1898,2260.07,1.22,58217.58,1.45,10259.00,5.54,141.31,0.08
92,Exit Long,ParSE,2018-05-08 09:00,743.84,252.1898,2260.07,1.22,58217.58,1.45,10259.00,5.54,141.31,0.08
93,Entry Short,ParSE,2018-05-08 09:00,743.84,130.7287,-1680.46,-1.73,56537.13,-1.06,3043.64,3.13,1620.76,1.67
93,Exit Short,Close entry(s) order ParSE,2018-05-08 22:30,755.57,130.7287,-1680.46,-1.73,56537.13,-1.06,3043.64,3.13,1620.76,1.67
94,Entry Long,ParLE,2018-05-08 22:30,755.57,255.2229,-8332.95,-4.32,48204.17,-5.32,133.56,0.07,8194.36,4.25
94,Exit Long,ParSE,2018-05-09 03:00,724.03,255.2229,-8332.95,-4.32,48204.17,-5.32,133.56,0.07,8194.36,4.25
95,Entry Short,ParSE,2018-05-09 03:00,724.03,123.521,-2857.36,-3.19,45346.82,-1.93,2901.14,3.24,2788.24,3.12
95,Exit Short,ParLE,2018-05-09 12:00,746.06,123.521,-2857.36,-3.19,45346.82,-1.93,2901.14,3.24,2788.24,3.12
96,Entry Long,ParLE,2018-05-09 12:00,746.06,117.5232,49.33,0.06,45396.15,0.03,2395.18,2.73,1130.52,1.29
96,Exit Long,ParSE,2018-05-10 16:30,747.60,117.5232,49.33,0.06,45396.15,0.03,2395.18,2.73,1130.52,1.29
97,Entry Short,ParSE,2018-05-10 16:30,747.60,118.0684,8628.94,9.78,54025.08,5.93,8688.57,9.84,0,0
97,Exit Short,tpS,2018-05-11 12:00,673.45,118.0684,8628.94,9.78,54025.08,5.93,8688.57,9.84,0,0
98,Entry Short,ParSE,2018-05-15 15:00,711.69,129.7162,1466.02,1.59,55491.10,0.95,4420.24,4.79,2152.48,2.33
98,Exit Short,ParLE,2018-05-16 09:00,699.33,129.7162,1466.02,1.59,55491.10,0.95,4420.24,4.79,2152.48,2.33
99,Entry Long,ParLE,2018-05-16 09:00,699.33,134.8008,-2844.83,-3.02,52646.27,-1.83,1439.07,1.53,2776.15,2.94
