Trade #,Type,Signal,Date/Time,Price,Contracts,Profit $,Profit %,Cum. Profit $,Cum. Profit %,Run-up $,Run-up %,Drawdown $,Drawdown %
598,Exit Long,ParSE,2020-04-11 16:30,155.80,5238.6928,-21565.65,-2.58,585411.70,-3.05,8854.65,1.06,20953.51,2.5
599,Entry Short,ParSE,2020-04-11 16:30,155.80,2681.4636,-6718.15,-1.61,578693.50,-0.98,3842.94,0.92,10663.78,2.55
599,Exit Short,Close entry(s) order ParSE,2020-04-12 10:30,158.07,2681.4636,-6718.15,-1.61,578693.50,-0.98,3842.94,0.92,10663.78,2.55
600,Entry Long,ParLE,2020-04-12 10:30,158.07,5259.9056,2852.50,0.34,581546.00,0.42,37773.73,4.54,2043.75,0.25
600,Exit Long,ParSE,2020-04-12 22:30,158.85,5259.9056,2852.50,0.34,581546.00,0.42,37773.73,4.54,2043.75,0.25
601,Entry Short,ParSE,2020-04-12 22:30,158.85,2620.1734,503.20,0.12,582049.20,0.07,21985.52,5.28,233.56,0.06
601,Exit Short,ParLE,2020-04-13 21:00,158.42,2620.1734,503.20,0.12,582049.20,0.07,21985.52,5.28,233.56,0.06
602,Entry Long,ParLE,2020-04-13 21:00,158.42,2602.5018,-2568.84,-0.62,579480.40,-0.38,9398.12,2.28,7283.92,1.77
602,Exit Long,ParSE,2020-04-15 10:30,157.67,2602.5018,-2568.84,-0.62,579480.40,-0.38,9398.12,2.28,7283.92,1.77
603,Entry Short,ParSE,2020-04-15 10:30,157.67,2604.1183,3788.37,0.92,583268.75,0.56,23571.82,5.74,1974.58,0.48
603,Exit Short,ParLE,2020-04-16 06:00,155.98,2604.1183,3788.37,0.92,583268.75,0.56,23571.82,5.74,1974.58,0.48
604,Entry Long,ParLE,2020-04-16 06:00,155.98,2655.71,43324.22,10.46,626592.94,6.34,43667.88,10.54,0,0
604,Exit Long,tpL,2020-04-16 07:30,172.54,2655.71,43324.22,10.46,626592.94,6.34,43667.88,10.54,0,0
605,Entry Long,ParLE,2020-04-23 15:00,189.66,2290.8869,6444.69,1.48,633037.60,0.89,18780.13,4.32,11986.48,2.76
605,Exit Long,Close entry(s) order ParLE,2020-04-26 06:00,192.76,2290.8869,6444.69,1.48,633037.60,0.89,18780.13,4.32,11986.48,2.76
606,Entry Short,ParSE,2020-04-26 06:00,192.76,4574.3359,-23707.90,-2.69,609329.75,-3.23,0,0,23029.81,2.61
606,Exit Short,ParLE,2020-04-26 10:30,197.65,4574.3359,-23707.90,-2.69,609329.75,-3.23,0,0,23029.81,2.61
607,Entry Long,ParLE,2020-04-26 10:30,197.65,2185.2285,94.55,0.02,609424.30,0.01,4811.35,1.11,9392.63,2.17
607,Exit Long,Close entry(s) order ParLE,2020-04-27 00:00,197.99,2185.2285,94.55,0.02,609424.30,0.01,4811.35,1.11,9392.63,2.17
608,Entry Short,ParSE,2020-04-27 00:00,197.99,4337.2802,9997.28,1.16,619421.56,1.41,35875.85,4.18,5675.30,0.66
608,Exit Short,ParLE,2020-04-27 21:00,195.39,4337.2802,9997.28,1.16,619421.56,1.41,35875.85,4.18,5675.30,0.66
609,Entry Long,ParLE,2020-04-27 21:00,195.39,2231.5517,43006.98,9.86,662428.56,5.98,43366.77,9.95,6307.58,1.45
609,Exit Long,tpL,2020-04-29 16:30,214.97,2231.5517,43006.98,9.86,662428.56,5.98,43366.77,9.95,6307.58,1.45
610,Entry Long,ParLE,2020-05-06 09:00,207.26,2212.396,-4578.71,-1,657849.90,-0.6,8682.67,1.89,4237.72,0.92
610,Exit Long,ParSE,2020-05-06 19:30,205.50,2212.396,-4578.71,-1,657849.90,-0.6,8682.67,1.89,4237.72,0.92
611,Entry Short,ParSE,2020-05-06 19:30,205.50,2224.2982,-2088.00,-0.46,655761.90,-0.28,18563.72,4.06,7037.96,1.54
611,Exit Short,ParLE,2020-05-07 12:00,206.13,2224.2982,-2088.00,-0.46,655761.90,-0.28,18563.72,4.06,7037.96,1.54
612,Entry Long,ParLE,2020-05-07 12:00,206.13,2212.4278,10060.26,2.21,665822.10,1.33,23773.43,5.21,5187.25,1.14
612,Exit Long,Close entry(s) order ParLE,2020-05-09 00:00,210.99,2212.4278,10060.26,2.21,665822.10,1.33,23773.43,5.21,5187.25,1.14
613,Entry Short,ParSE,2020-05-09 00:00,210.99,4387.7638,-15000.93,-1.62,650821.20,-1.96,9967.94,1.08,17016.81,1.84
613,Exit Short,ParLE,2020-05-09 15:00,214.09,4387.7638,-15000.93,-1.62,650821.20,-1.96,9967.94,1.08,17016.81,1.84
614,Entry Long,ParLE,2020-05-09 15:00,214.09,2122.2403,-11072.70,-2.44,639748.50,-1.47,295.91,0.07,10739.74,2.36
614,Exit Long,ParSE,2020-05-10 00:00,209.19,2122.2403,-11072.70,-2.44,639748.50,-1.47,295.91,0.07,10739.74,2.36
615,Entry Short,ParSE,2020-05-10 00:00,209.19,2126.3142,40358.88,9.07,680107.40,5.46,64901.72,14.59,0,0
615,Exit Short,tpS,2020-05-10 01:30,189.91,2126.3142,40358.88,9.07,680107.40,5.46,64901.72,14.59,0,0
616,Entry Long,ParLE,2020-05-16 04:30,200.05,2337.984,23828.85,5.09,703936.20,3.05,39091.00,8.36,6055.47,1.29
616,Exit Long,ParSE,2020-05-18 07:30,210.55,2337.984,23828.85,5.09,703936.20,3.05,39091.00,8.36,6055.47,1.29
617,Entry Short,ParSE,2020-05-18 07:30,210.55,2320.0699,-4308.32,-0.88,699627.90,-0.54,2440.92,0.5,5029.71,1.03
617,Exit Short,Close position order,2020-05-18 10:30,212.09,2320.0699,-4308.32,-0.88,699627.90,-0.54,2440.92,0.5,5029.71,1.03
618,Entry Long,ParLE,2020-05-19 09:00,214.33,2238.9133,-8415.88,-1.75,691212.00,-1.05,2931.30,0.61,8554.32,1.78
618,Exit Long,ParSE,2020-05-19 19:30,210.89,2238.9133,-8415.88,-1.75,691212.00,-1.05,2931.30,0.61,8554.32,1.78
619,Entry Short,ParSE,2020-05-19 19:30,210.89,2264.728,-10235.40,-2.14,680976.60,-1.29,1181.81,0.25,9870.06,2.07
619,Exit Short,ParLE,2020-05-20 06:00,215.09,2264.728,-10235.40,-2.14,680976.60,-1.29,1181.81,0.25,9870.06,2.07
620,Entry Long,ParLE,2020-05-20 06:00,215.09,2190.1248,-10117.08,-2.15,670859.50,-1.3,851.26,0.18,9770.84,2.07
620,Exit Long,ParSE,2020-05-20 15:00,210.79,2190.1248,-10117.08,-2.15,670859.50,-1.3,851.26,0.18,9770.84,2.07
621,Entry Short,ParSE,2020-05-20 15:00,210.79,2215.3377,22378.51,4.79,693238.00,2.9,42383.64,9.08,1923.12,0.41
621,Exit Short,ParLE,2020-05-22 06:00,200.38,2215.3377,22378.51,4.79,693238.00,2.9,42383.64,9.08,1923.12,0.41
622,Entry Long,ParLE,2020-05-22 06:00,200.38,2388.7163,2695.33,0.56,695933.40,0.34,4537.88,0.95,0,0
622,Exit Long,Close position order,2020-05-22 09:00,201.81,2388.7163,2695.33,0.56,695933.40,0.34,4537.88,0.95,0,0
623,Entry Long,ParLE,2020-05-24 22:30,206.36,2311.9674,-11435.13,-2.4,684498.20,-1.44,0,0,11085.35,2.32
623,Exit Long,ParSE,2020-05-24 22:30,201.72,2311.9674,-11435.13,-2.4,684498.20,-1.44,0,0,11085.35,2.32
624,Entry Short,ParSE,2020-05-24 22:30,201.72,55.3552,-158.01,-1.42,684340.20,-0.02,197.55,1.77,181.08,1.62
624,Exit Short,ParLE,2020-05-25 16:30,204.27,55.3552,-158.01,-1.42,684340.20,-0.02,197.55,1.77,181.08,1.62
625,Entry Long,ParLE,2020-05-25 16:30,204.27,2304.095,-6323.76,-1.34,678016.44,-0.81,3034.03,0.64,5974.99,1.27
625,Exit Long,ParSE,2020-05-26 10:30,201.83,2304.095,-6323.76,-1.34,678016.44,-0.81,3034.03,0.64,5974.99,1.27
626,Entry Short,ParSE,2020-05-26 10:30,201.83,2321.6852,-2189.87,-0.47,675826.56,-0.28,11303.42,2.41,2115.92,0.45
626,Exit Short,ParLE,2020-05-27 01:30,202.47,2321.6852,-2189.87,-0.47,675826.56,-0.28,11303.42,2.41,2115.92,0.45
627,Entry Long,ParLE,2020-05-27 01:30,202.47,2306.8495,8473.77,1.81,684300.30,1.09,12291.23,2.63,3095.45,0.66
627,Exit Long,Close entry(s) order ParLE,2020-05-27 22:30,206.45,2306.8495,8473.77,1.81,684300.30,1.09,12291.23,2.63,3095.45,0.66
628,Entry Short,ParSE,2020-05-27 22:30,206.45,2264.179,-4122.63,-0.88,679818.00,-0.53,917.36,0.2,3769.49,0.81
628,Exit Short,ParLE,2020-05-27 22:30,207.96,2264.179,-4122.63,-0.88,679818.00,-0.53,917.36,0.2,3769.49,0.81
629,Entry Short,ParSE,2020-05-27 22:30,206.45,2322.969,-5368.79,-1.12,674808.94,-0.69,941.18,0.2,5028.85,1.05
629,Exit Short,Close entry(s) order ParSE,2020-05-28 00:00,208.45,2322.969,-5368.79,-1.12,674808.94,-0.69,941.18,0.2,5028.85,1.05
630,Entry Short,ParSE,2020-05-28 07:30,205.69,2260.0163,-7731.22,-1.66,667077.70,-1,2092.17,0.45,7377.30,1.59
630,Exit Short,ParLE,2020-05-28 12:00,208.80,2260.0163,-7731.22,-1.66,667077.70,-1,2092.17,0.45,7377.30,1.59
631,Entry Long,ParLE,2020-05-28 12:00,208.80,2213.4495,20982.28,4.54,688060.00,2.74,34957.89,7.56,0,0
631,Exit Long,ParSE,2020-05-29 10:30,218.60,2213.4495,20982.28,4.54,688060.00,2.74,34957.89,7.56,0,0
632,Entry Short,ParSE,2020-05-29 10:30,218.60,2170.852,-3123.28,-0.66,684936.70,-0.4,1684.69,0.36,3829.27,0.81
632,Exit Short,Close position order,2020-05-29 13:30,219.71,2170.852,-3123.28,-0.66,684936.70,-0.4,1684.69,0.36,3829.27,0.81
633,Entry Short,ParSE,2020-06-02 15:00,234.01,2008.3668,-18854.12,-4.01,666082.56,-2.4,9528.68,2.03,18488.04,3.93
633,Exit Short,ParLE,2020-06-03 22:30,243.04,2008.3668,-18854.12,-4.01,666082.56,-2.4,9528.68,2.03,18488.04,3.93
634,Entry Long,ParLE,2020-06-03 22:30,243.04,1898.8268,-4828.57,-1.05,661254.00,-0.63,8559.38,1.85,13087.25,2.84
634,Exit Long,ParSE,2020-06-05 15:00,240.86,1898.8268,-4828.57,-1.05,661254.00,-0.63,8559.38,1.85,13087.25,2.84
635,Entry Short,ParSE,2020-06-05 15:00,240.86,1900.561,-6202.41,-1.35,655051.60,-0.81,5491.40,1.2,5854.95,1.28
635,Exit Short,ParLE,2020-06-06 09:00,243.76,1900.561,-6202.41,-1.35,655051.60,-0.81,5491.40,1.2,5854.95,1.28
636,Entry Long,ParLE,2020-06-06 09:00,243.76,1876.5538,-6236.58,-1.36,648815.00,-0.83,951.75,0.21,8468.55,1.85
636,Exit Long,ParSE,2020-06-07 07:30,240.80,1876.5538,-6236.58,-1.36,648815.00,-0.83,951.75,0.21,8468.55,1.85
637,Entry Short,ParSE,2020-06-07 07:30,240.80,1872.31,-1688.08,-0.37,647126.94,-0.23,10689.77,2.37,3539.79,0.79
637,Exit Short,ParLE,2020-06-07 19:30,241.34,1872.31,-1688.08,-0.37,647126.94,-0.23,10689.77,2.37,3539.79,0.79
638,Entry Long,ParLE,2020-06-07 19:30,241.34,1874.0072,501.33,0.11,647628.25,0.07,15889.70,3.51,657.79,0.15
638,Exit Long,ParSE,2020-06-09 00:00,241.97,1874.0072,501.33,0.11,647628.25,0.07,15889.70,3.51,657.79,0.15
639,Entry Short,ParSE,2020-06-09 00:00,241.97,1875.4838,-6367.69,-1.4,641260.56,-0.85,5923.76,1.31,7035.84,1.55
639,Exit Short,ParLE,2020-06-10 18:00,245.00,1875.4838,-6367.69,-1.4,641260.56,-0.85,5923.76,1.31,7035.84,1.55
640,Entry Long,ParLE,2020-06-10 18:00,245.00,1822.7627,-7226.89,-1.62,634033.70,-0.97,10528.73,2.36,6896.88,1.54
640,Exit Long,ParSE,2020-06-11 12:00,241.40,1822.7627,-7226.89,-1.62,634033.70,-0.97,10528.73,2.36,6896.88,1.54
641,Entry Short,ParSE,2020-06-11 12:00,241.40,1842.9114,9752.94,2.19,643786.60,1.33,28047.18,6.3,1365.69,0.31
641,Exit Short,ParLE,2020-06-12 07:30,235.75,1842.9114,9752.94,2.19,643786.60,1.33,28047.18,6.3,1365.69,0.31
642,Entry Long,ParLE,2020-06-12 07:30,235.75,1894.5152,-1313.60,-0.29,642473.00,-0.18,5916.93,1.32,3536.70,0.79
642,Exit Long,ParSE,2020-06-13 10:30,235.41,1894.5152,-1313.60,-0.29,642473.00,-0.18,5916.93,1.32,3536.70,0.79
643,Entry Short,ParSE,2020-06-13 10:30,235.41,1897.347,-6176.41,-1.38,636296.60,-0.83,329.08,0.07,5837.30,1.31
643,Exit Short,ParLE,2020-06-13 19:30,238.31,1897.347,-6176.41,-1.38,636296.60,-0.83,329.08,0.07,5837.30,1.31
644,Entry Long,ParLE,2020-06-13 19:30,238.31,1856.5702,-5839.60,-1.32,630457.00,-0.79,336.54,0.08,5511.66,1.25
644,Exit Long,ParSE,2020-06-14 06:00,235.52,1856.5702,-5839.60,-1.32,630457.00,-0.79,336.54,0.08,5511.66,1.25
645,Entry Short,ParSE,2020-06-14 06:00,235.52,1866.1252,18987.10,4.32,649444.10,2.6,31991.66,7.28,2755.60,0.63
645,Exit Short,ParLE,2020-06-15 13:30,225.00,1866.1252,18987.10,4.32,649444.10,2.6,31991.66,7.28,2755.60,0.63
646,Entry Long,ParLE,2020-06-15 13:30,225.00,2017.3365,4963.45,1.09,654407.56,0.66,8354.30,1.84,1349.09,0.3
646,Exit Long,Close position order,2020-06-15 16:30,227.80,2017.3365,4963.45,1.09,654407.56,0.66,8354.30,1.84,1349.09,0.3
647,Entry Long,ParLE,2020-06-18 01:30,233.43,1937.7736,-8849.77,-1.96,645557.80,-1.17,707.15,0.16,8516.66,1.88
647,Exit Long,ParSE,2020-06-18 19:30,229.21,1937.7736,-8849.77,-1.96,645557.80,-1.17,707.15,0.16,8516.66,1.88
648,Entry Short,ParSE,2020-06-18 19:30,229.21,1961.3926,-4443.05,-0.99,641114.75,-0.6,5331.25,1.19,4103.05,0.91
648,Exit Short,ParLE,2020-06-19 12:00,231.13,1961.3926,-4443.05,-0.99,641114.75,-0.6,5331.25,1.19,4103.05,0.91
649,Entry Long,ParLE,2020-06-19 12:00,231.13,1931.425,-7057.84,-1.58,634056.90,-0.95,901.30,0.2,7365.20,1.65
649,Exit Long,ParSE,2020-06-20 10:30,227.82,1931.425,-7057.84,-1.58,634056.90,-0.95,901.30,0.2,7365.20,1.65
650,Entry Short,ParSE,2020-06-20 10:30,227.82,1938.5725,-5725.94,-1.3,628330.94,-0.78,3681.61,0.83,5390.91,1.22
650,Exit Short,ParLE,2020-06-21 04:30,230.43,1938.5725,-5725.94,-1.3,628330.94,-0.78,3681.61,0.83,5390.91,1.22
651,Entry Long,ParLE,2020-06-21 04:30,230.43,1900.5097,-5480.58,-1.25,622850.40,-0.75,1305.99,0.3,5155.75,1.18
651,Exit Long,ParSE,2020-06-21 22:30,227.89,1900.5097,-5480.58,-1.25,622850.40,-0.75,1305.99,0.3,5155.75,1.18
652,Entry Short,ParSE,2020-06-21 22:30,227.89,1904.9074,-6980.20,-1.61,615870.20,-0.97,1369.79,0.32,6649.87,1.53
652,Exit Short,ParLE,2020-06-22 01:30,231.21,1904.9074,-6980.20,-1.61,615870.20,-0.97,1369.79,0.32,6649.87,1.53
653,Entry Long,ParLE,2020-06-22 01:30,231.21,1871.1797,18927.61,4.37,634797.80,2.64,28154.88,6.51,0,0
653,Exit Long,Close entry(s) order ParLE,2020-06-23 01:30,241.68,1871.1797,18927.61,4.37,634797.80,2.64,28154.88,6.51,0,0
654,Entry Short,ParSE,2020-06-23 01:30,241.68,3695.6658,-12139.19,-1.36,622658.60,-1.65,2582.31,0.29,11461.22,1.28
654,Exit Short,ParLE,2020-06-23 15:00,244.60,3695.6658,-12139.19,-1.36,622658.60,-1.65,2582.31,0.29,11461.22,1.28
655,Entry Long,ParLE,2020-06-23 15:00,244.60,1790.3859,-4789.58,-1.09,617869.00,-0.66,7907.33,1.81,4464.24,1.02
655,Exit Long,ParSE,2020-06-24 06:00,242.29,1790.3859,-4789.58,-1.09,617869.00,-0.66,7907.33,1.81,4464.24,1.02
656,Entry Short,ParSE,2020-06-24 06:00,242.29,1804.3989,14151.39,3.24,632020.40,1.97,26665.92,6.1,3377.33,0.77
656,Exit Short,ParLE,2020-06-25 07:30,234.09,1804.3989,14151.39,3.24,632020.40,1.97,26665.92,6.1,3377.33,0.77
657,Entry Long,ParLE,2020-06-25 07:30,234.09,1893.245,-740.46,-0.17,631279.94,-0.1,784.62,0.18,1070.76,0.24
657,Exit Long,Close position order,2020-06-25 10:30,234.05,1893.245,-740.46,-0.17,631279.94,-0.1,784.62,0.18,1070.76,0.24
658,Entry Long,ParLE,2020-06-29 18:00,226.58,1943.3429,155.11,0.04,631435.06,0.02,6277.12,1.43,2195.85,0.5
658,Exit Long,Close entry(s) order ParLE,2020-06-30 10:30,227.00,1943.3429,155.11,0.04,631435.06,0.02,6277.12,1.43,2195.85,0.5
659,Entry Short,ParSE,2020-06-30 10:30,227.00,3877.2552,-1087.40,-0.12,630347.70,-0.15,14344.88,1.63,3490.50,0.4
659,Exit Short,ParLE,2020-07-01 07:30,226.94,3877.2552,-1087.40,-0.12,630347.70,-0.15,14344.88,1.63,3490.50,0.4
660,Entry Long,ParLE,2020-07-01 07:30,226.94,1940.8095,2422.90,0.55,632770.56,0.33,11023.40,2.5,757.31,0.17
660,Exit Long,ParSE,2020-07-02 04:30,228.53,1940.8095,2422.90,0.55,632770.56,0.33,11023.40,2.5,757.31,0.17
661,Entry Short,ParSE,2020-07-02 04:30,228.53,1939.7187,-1130.81,-0.26,631639.75,-0.15,2829.28,0.64,5918.85,1.34
661,Exit Short,Close entry(s) order ParSE,2020-07-02 15:00,228.77,1939.7187,-1130.81,-0.26,631639.75,-0.15,2829.28,0.64,5918.85,1.34
662,Entry Long,ParLE,2020-07-02 15:00,228.77,3856.3818,-16159.27,-1.83,615480.50,-2.21,0,0,16434.27,1.86
662,Exit Long,Close entry(s) order ParLE,2020-07-02 16:30,224.92,3856.3818,-16159.27,-1.83,615480.50,-2.21,0,0,16434.27,1.86
663,Entry Long,ParLE,2020-07-03 12:00,228.17,1881.523,-6265.49,-1.46,609215.00,-0.88,242.48,0.06,7340.06,1.71
663,Exit Long,Close entry(s) order ParLE,2020-07-04 01:30,225.18,1881.523,-6265.49,-1.46,609215.00,-0.88,242.48,0.06,7340.06,1.71
664,Entry Short,ParSE,2020-07-04 01:30,225.18,3771.4895,-10747.43,-1.27,598467.56,-1.52,0,0,10103.39,1.19
664,Exit Short,ParLE,2020-07-04 16:30,227.69,3771.4895,-10747.43,-1.27,598467.56,-1.52,0,0,10103.39,1.19
665,Entry Long,ParLE,2020-07-04 16:30,227.69,1860.0205,-3051.48,-0.72,595416.06,-0.44,5150.83,1.22,2735.66,0.65
665,Exit Long,ParSE,2020-07-05 06:00,226.39,1860.0205,-3051.48,-0.72,595416.06,-0.44,5150.83,1.22,2735.66,0.65
666,Entry Short,ParSE,2020-07-05 06:00,226.39,1844.6443,-3635.44,-0.87,591780.60,-0.52,4630.44,1.11,3652.01,0.87
666,Exit Short,Close entry(s) order ParSE,2020-07-06 00:00,228.02,1844.6443,-3635.44,-0.87,591780.60,-0.52,4630.44,1.11,3652.01,0.87
667,Entry Long,ParLE,2020-07-06 00:00,228.02,3666.0469,40324.53,4.82,632105.20,5.83,57956.48,6.93,3339.82,0.4
667,Exit Long,Close entry(s) order ParLE,2020-07-07 03:00,239.37,3666.0469,40324.53,4.82,632105.20,5.83,57956.48,6.93,3339.82,0.4
668,Entry Short,ParSE,2020-07-07 03:00,239.37,5502.6401,-7097.04,-0.54,625008.10,-0.97,24324.27,1.85,6105.33,0.46
668,Exit Short,ParLE,2020-07-07 16:30,240.30,5502.6401,-7097.04,-0.54,625008.10,-0.97,24324.27,1.85,6105.33,0.46
669,Entry Long,ParLE,2020-07-07 16:30,240.30,1824.0009,9330.57,2.13,634338.70,1.29,15631.28,3.57,7150.49,1.63
669,Exit Long,Close entry(s) order ParLE,2020-07-09 01:30,245.78,1824.0009,9330.57,2.13,634338.70,1.29,15631.28,3.57,7150.49,1.63
670,Entry Short,ParSE,2020-07-09 01:30,245.78,3617.0684,-7559.53,-0.85,626779.20,-1.03,9388.70,1.06,6888.11,0.77
670,Exit Short,ParLE,2020-07-09 12:00,247.50,3617.0684,-7559.53,-0.85,626779.20,-1.03,9388.70,1.06,6888.11,0.77
671,Entry Long,ParLE,2020-07-09 12:00,247.50,1772.1843,-8644.48,-1.97,618134.70,-1.19,184.97,0.04,8321.51,1.9
671,Exit Long,ParSE,2020-07-09 13:30,242.99,1772.1843,-8644.48,-1.97,618134.70,-1.19,184.97,0.04,8321.51,1.9
672,Entry Short,ParSE,2020-07-09 13:30,242.99,1786.2216,4461.37,1.03,622596.06,0.62,12320.92,2.84,0,0
672,Exit Short,ParLE,2020-07-10 22:30,240.13,1786.2216,4461.37,1.03,622596.06,0.62,12320.92,2.84,0,0
673,Entry Long,ParLE,2020-07-10 22:30,240.13,1807.7082,-3595.48,-0.83,619000.56,-0.5,2657.15,0.61,4338.68,1
673,Exit Long,ParSE,2020-07-11 19:30,238.50,1807.7082,-3595.48,-0.83,619000.56,-0.5,2657.15,0.61,4338.68,1
674,Entry Short,ParSE,2020-07-11 19:30,238.50,1811.043,-5758.87,-1.33,613241.70,-0.8,3352.47,0.78,5431.09,1.26
674,Exit Short,ParLE,2020-07-12 03:00,241.32,1811.043,-5758.87,-1.33,613241.70,-0.8,3352.47,0.78,5431.09,1.26
675,Entry Long,ParLE,2020-07-12 03:00,241.32,1778.3962,-8000.78,-1.86,605240.94,-1.12,4159.69,0.97,7684.43,1.79
675,Exit Long,ParSE,2020-07-12 13:30,237.18,1778.3962,-8000.78,-1.86,605240.94,-1.12,4159.69,0.97,7684.43,1.79
676,Entry Short,ParSE,2020-07-12 13:30,237.18,1798.4967,-11402.93,-2.67,593838.00,-1.62,1838.27,0.43,11074.94,2.6
676,Exit Short,ParLE,2020-07-12 22:30,243.16,1798.4967,-11402.93,-2.67,593838.00,-1.62,1838.27,0.43,11074.94,2.6
677,Entry Long,ParLE,2020-07-12 22:30,243.16,1724.0439,-6176.09,-1.47,587661.90,-0.89,3340.56,0.8,5865.84,1.4
677,Exit Long,ParSE,2020-07-13 18:00,239.94,1724.0439,-6176.09,-1.47,587661.90,-0.89,3340.56,0.8,5865.84,1.4
678,Entry Short,ParSE,2020-07-13 18:00,239.94,1735.027,-3142.13,-0.75,584519.75,-0.46,4892.85,1.18,2828.02,0.68
678,Exit Short,ParLE,2020-07-14 16:30,241.39,1735.027,-3142.13,-0.75,584519.75,-0.46,4892.85,1.18,2828.02,0.68
679,Entry Long,ParLE,2020-07-14 16:30,241.39,1709.0901,-5178.68,-1.26,579341.06,-0.76,1006.58,0.24,4872.69,1.18
679,Exit Long,ParSE,2020-07-15 09:00,238.72,1709.0901,-5178.68,-1.26,579341.06,-0.76,1006.58,0.24,4872.69,1.18
680,Entry Short,ParSE,2020-07-15 09:00,238.72,1711.1582,6904.89,1.69,586246.00,1.02,14614.93,3.58,2599.32,0.64
680,Exit Short,ParLE,2020-07-16 22:30,234.33,1711.1582,6904.89,1.69,586246.00,1.02,14614.93,3.58,2599.32,0.64
681,Entry Long,ParLE,2020-07-16 22:30,234.33,1762.2222,-355.28,-0.09,585890.70,-0.05,4624.52,1.12,5014.84,1.21
681,Exit Long,ParSE,2020-07-19 03:00,234.48,1762.2222,-355.28,-0.09,585890.70,-0.05,4624.52,1.12,5014.84,1.21
682,Entry Short,ParSE,2020-07-19 03:00,234.48,1758.1001,-2712.07,-0.66,583178.60,-0.4,2292.81,0.56,2401.32,0.58
682,Exit Short,ParLE,2020-07-19 18:00,235.67,1758.1001,-2712.07,-0.66,583178.60,-0.4,2292.81,0.56,2401.32,0.58
683,Entry Long,ParLE,2020-07-19 18:00,235.67,1743.8444,3130.00,0.76,586308.60,0.46,7207.74,1.75,1371.97,0.33
683,Exit Long,Close entry(s) order ParLE,2020-07-20 15:00,237.82,1743.8444,3130.00,0.76,586308.60,0.46,7207.74,1.75,1371.97,0.33
684,Entry Short,ParSE,2020-07-20 15:00,237.82,3476.0996,-1831.41,-0.22,584477.25,-0.27,12519.64,1.51,4548.01,0.55
684,Exit Short,ParLE,2020-07-21 04:30,237.99,3476.0996,-1831.41,-0.22,584477.25,-0.27,12519.64,1.51,4548.01,0.55
685,Entry Long,ParLE,2020-07-21 04:30,237.99,1733.8729,10573.45,2.56,595050.70,1.54,15399.41,3.73,968.36,0.23
685,Exit Long,Close entry(s) order ParLE,2020-07-22 04:30,244.45,1733.8729,10573.45,2.56,595050.70,1.54,15399.41,3.73,968.36,0.23
686,Entry Short,ParSE,2020-07-22 04:30,244.45,3440.5933,-1502.60,-0.18,593548.06,-0.22,9106.09,1.08,3348.86,0.4
686,Exit Short,Close entry(s) order ParSE,2020-07-22 16:30,244.52,3440.5933,-1502.60,-0.18,593548.06,-0.22,9106.09,1.08,3348.86,0.4
687,Entry Long,ParLE,2020-07-22 16:30,244.52,5144.1149,123792.52,9.84,717340.56,17.85,124830.23,9.92,5161.55,0.41
687,Exit Long,tpL,2020-07-22 22:30,268.97,5144.1149,123792.52,9.84,717340.56,17.85,124830.23,9.92,5161.55,0.41
688,Entry Long,ParLE,2020-07-24 16:30,276.30,1774.3843,11285.91,2.3,728626.50,1.38,19611.87,4,1272.63,0.26
688,Exit Long,Close entry(s) order ParLE,2020-07-25 12:00,283.08,1774.3843,11285.91,2.3,728626.50,1.38,19611.87,4,1272.63,0.26
689,Entry Short,ParSE,2020-07-25 12:00,283.08,3531.0026,-16941.39,-1.69,711685.10,-2.04,309.63,0.03,16180.15,1.62
689,Exit Short,ParLE,2020-07-25 13:30,287.45,3531.0026,-16941.39,-1.69,711685.10,-2.04,309.63,0.03,16180.15,1.62
690,Entry Long,ParLE,2020-07-25 13:30,287.45,1714.7128,47956.25,9.73,759641.40,5.91,48362.47,9.81,6388.31,1.3
690,Exit Long,tpL,2020-07-26 07:30,315.87,1714.7128,47956.25,9.73,759641.40,5.91,48362.47,9.81,6388.31,1.3
691,Entry Long,ParLE,2020-07-27 22:30,329.91,1562.7948,-25650.02,-4.97,733991.30,-2.98,2582.62,0.5,25282.01,4.9
691,Exit Long,ParSE,2020-07-28 07:30,313.98,1562.7948,-25650.02,-4.97,733991.30,-2.98,2582.62,0.5,25282.01,4.9
692,Entry Short,ParSE,2020-07-28 07:30,313.98,1609.861,-12229.00,-2.42,721762.30,-1.47,11888.04,2.35,15592.28,3.08
692,Exit Short,ParLE,2020-07-29 06:00,321.10,1609.861,-12229.00,-2.42,721762.30,-1.47,11888.04,2.35,15592.28,3.08
693,Entry Long,ParLE,2020-07-29 06:00,321.10,1544.0049,-5233.35,-1.06,716529.00,-0.64,6715.15,1.35,8277.14,1.67
693,Exit Long,Close entry(s) order ParLE,2020-07-30 01:30,318.19,1544.0049,-5233.35,-1.06,716529.00,-0.64,6715.15,1.35,8277.14,1.67
694,Entry Short,ParSE,2020-07-30 01:30,318.19,3084.7866,-10239.69,-1.04,706289.30,-1.25,10060.59,1.02,9496.96,0.97
694,Exit Short,ParLE,2020-07-30 16:30,321.03,3084.7866,-10239.69,-1.04,706289.30,-1.25,10060.59,1.02,9496.96,0.97
695,Entry Long,ParLE,2020-07-30 16:30,321.03,1521.7575,48687.23,9.97,754976.50,6.04,49090.72,10.05,0,0
